Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs,condition
67f41473dfd8146435ae294a,b1850848-ab8c-4009-8947-1dd32604da6f,PHYSICAL,store-1-0,unisex-garment-dyed-t-shirt,Suck My Ballz!  t-shirt,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Typotecture introduces the “Suck My Ballz!” garment-dyed t-shirt; a fully customizable tee made 100% with ring-spun cotton. The soft-washed, garment-dyed fabric brings extra coziness to your wardrobe while the relaxed fit makes it an excellent daily choice. The double-needle stitching throughout the tee makes it highly durable while the lack of side-seams helps the shirt retain its tubular shape. Discover all 58 colors in our Comfort Colors 1717 color charts below.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">.: The Comfort Colors 1717 tee is made with medium fabric (6.1 oz/yd² (206.8 g/m²)) consisting of high quality, 100% ring-spun US cotton for long-lasting comfort.<br>.: The relaxed fit keeps the wearer comfy in both casual and semi-formal settings while the crew neckline delivers that classic, neat style which makes it perfect for accessorizing. <br>.: The pre-shrunk fabric ensures a consistently great fit. Check all available sizes in our Comfort Colors 1717 size chart. <br>.: All Comfort Colors 1717 shirts feature pre-shrunk cotton for size retention and a signature sewn-in twill label.<br>.: Made using 100% US cotton that is ethically grown and harvested. Gildan is also a proud member of the US Cotton Trust Protocol ensuring ethical and sustainable means of production.<br>.: Available in 58 colors. Check all available colors in our Comfort Colors 1717 color charts</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><br><br></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>EU representative</strong>: Typotecture merch, branimir.sabljic@gmail.com, Kriška 22, Zagreb, Europe , 10000, HR</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Product information</strong>: Comfort Colors® 1717, 2 year warranty in EU and Northern Ireland as per Directive 1999/44/EC</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Warnings, Hazard</strong>: For adults, Made in Honduras</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Care instructions</strong>: Machine wash: cold (max 30C or 90F), Do not bleach, Tumble dry: low heat, Iron, steam or dry: low heat, Do not dryclean</p>",11880684214037622324,Color,White,Size,S,,,,,,,,,20.32,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,No,https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744049269263-38VSN2XNGSQAP5WPYOAN/9c308b6114e89d78e9c09c65630429a9 https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744049272169-JGZTU637E1N2XVETOV0B/e6dc115210b530596c8dd6c8eeb31162 https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744049274840-1VE2I8CEL2EPETHTELYO/774e70e5ed98090c1ec11902854af7f7 https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744049276818-HXLLU73J6M56F8GFE95B/f53e55e27b66433c828402904dbff444,new
,d470ccff-9f0e-4d2e-b0ad-967e8e60b8c0,,,,,,78928804223840380936,Color,White,Size,M,,,,,,,,,20.32,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,5ddd7b6a-abaf-4e83-b828-63547fb80863,,,,,,11941778080517069022,Color,White,Size,L,,,,,,,,,20.32,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,04f9ee7e-50c2-4794-b4e3-34c2522a399d,,,,,,21072045369258129823,Color,White,Size,XL,,,,,,,,,20.32,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,fc383432-c74b-483b-81e6-39dafa2e1ce3,,,,,,28352505697352520393,Color,White,Size,2XL,,,,,,,,,22.3,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,9861748d-1ae3-436a-a5af-344360451677,,,,,,32080605223449272019,Color,White,Size,3XL,,,,,,,,,25.45,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,0b302669-aef0-48fa-a8a6-198eb89c8e02,,,,,,32178757188032215203,Color,White,Size,4XL,,,,,,,,,28.83,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
67f416fac2c3e8556bd98830,6de14e4c-38ce-43a8-9941-8ca2444c3d0d,PHYSICAL,store-1-0,silent-judgement-t-shirt,Silent judgement t-shirt,"<p>Made to feel like a well-loved favorite, these tees come with a feminine fit that is as stylish as it is comfy. The ribbed knitting makes the collar highly elastic while the twill tape on the shoulder seams stabilizes the back of the shirt and prevents stretching.</p>
<p>.: 100% airlume combed and ringspun cotton (fiber content may vary for different colors)<br />.: Light fabric (4.2 oz/yd² (142 g/m²))<br />.: Slim fit with longer body length<br />.: Tear away label<br />.: Runs smaller than usual</p><br /><br /><p><strong>EU representative</strong>: Typotecture merch, branimir.sabljic&#64;gmail.com, Kriška 22, Zagreb, Europe , 10000, HR</p>
<p><strong>Product information</strong>: Bella&#43;Canvas 6004, 2 year warranty in EU and Northern Ireland as per Directive 1999/44/EC</p>
<p><strong>Warnings, Hazard</strong>: For adults</p>
<p><strong>Care instructions</strong>: Machine wash: warm (max 40C or 105F), Non-chlorine: bleach as needed, Tumble dry: low heat, Iron, steam or dry: medium heat, Do not dryclean</p>",87970651118653274964,Color,Black,Size,S,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,No,https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744050002763-87O6T02IJFVQ3JZ5ZULH/6b24df8aea220826256e17ca8a39329f https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744050004076-G2CES7RISVPXQAXC4DZQ/454847b7ad4a757022559929932b4c41 https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744050005408-4NKV9TBS9HU0GEXV7QE0/52400b480f1c786fec1d805e0a4d0888 https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744050006538-DSOCYWWFGY6I0950X9BZ/f3c6c9d765ad6686673bef36a41c5579,new
,bcd9f548-2b14-4493-8dcb-a2a3308f6e8d,,,,,,97652255681372129210,Color,Dark Grey Heather,Size,S,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,58fe6e42-fe0d-4667-a5c3-60f19b0cfa6a,,,,,,29878144644912790494,Color,Black,Size,M,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,930807a4-21ba-43de-b312-bd846c1a8813,,,,,,63002507045687561664,Color,Dark Grey Heather,Size,M,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,08068896-8f9e-488d-88d9-f888180bdec3,,,,,,11986751644420462618,Color,Black,Size,L,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,b27deb1a-9458-4530-8fcd-f434e43a37f0,,,,,,89458085401269615380,Color,Dark Grey Heather,Size,L,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,d98019e9-ebad-4764-bfe4-068067bed01f,,,,,,69031937701669341748,Color,Black,Size,XL,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,100762f8-7e7a-4b6b-8724-24b0b85b4a50,,,,,,32275086172591307157,Color,Dark Grey Heather,Size,XL,,,,,,,,,18.7,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,0c8b3d91-bbc8-4177-90c0-4209ead1b4d7,,,,,,14424898144129568969,Color,Black,Size,2XL,,,,,,,,,21.78,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
,3f91fb1b-856a-4d16-b13e-636a8fde5a32,,,,,,22474107883481589160,Color,Dark Grey Heather,Size,2XL,,,,,,,,,21.78,0.0,No,Unlimited,,,0.0,0.0,0.0,0.0,,,new
